2021/08/09, 689
2021/08/13, 689
2021/08/18, 668
2021/08/22, 635
2021/08/27, 599
2021/08/31, 557
2021/09/05, 514
2021/09/09, 473
2021/09/14, 441
2021/09/18, 413
2021/09/23, 393
2021/09/27, 381
2021/10/02, 374
2021/10/06, 373
2021/10/11, 377
2021/10/15, 388
2021/10/20, 406
2021/10/24, 431
2021/10/29, 458
2021/11/02, 487
2021/11/07, 512
2021/11/11, 538
2021/11/16, 557
2021/11/20, 572
2021/11/25, 581
2021/11/29, 585
2021/12/04, 584
2021/12/09, 578
2021/12/13, 568
2021/12/18, 554
2021/12/22, 538
2021/12/27, 521
2021/12/31, 501
2022/01/05, 481
2022/01/09, 460
2022/01/13, 444
2022/01/18, 413
2022/01/23, 395
2022/01/27, 373
2022/02/01, 351
2022/02/05, 329
2022/02/10, 308
2022/02/14, 287
2022/02/19, 266
2022/02/23, 244
2022/02/28, 229
2022/03/04, 211
2022/03/08, 198
